löpnummer, tid
1702, 57186
1703, 57266
1704, 57552
1705, 57151
1706, 57780
1707, 57493
1708, 58074
1709, 57662
1710, 57299
1711, 57830
1712, 57124
1713, 57347
1714, 57422
1715, 56834
1716, 57395
1717, 57272
1718, 57134
1719, 56969
1720, 57086
1721, 56732
1722, 56746
1723, 57287
1724, 57993
1725, 57298
1726, 57094
1727, 57407
1728, 57580
1729, 57384
1730, 57667
1731, 59537
1732, 57529
1733, 57166
1734, 56991
1735, 57759
1736, 58076
1737, 57343
1738, 57984
1739, 57136
1740, 57576
1741, 57383
1742, 57056
1743, 57537
1744, 57341
1745, 56786
1746, 56966
1747, 56903
1748, 57095
1749, 57285
1750, 57057
1751, 57933
1752, 57381
1753, 57864
1754, 61129
1755, 57322
1756, 58058
1757, 56886
1758, 56813
1759, 57493
1760, 57263
1761, 57767
1762, 65883
1763, 65807
1764, 57162
1765, 57131
1766, 56740
1767, 57455
1768, 58126
1769, 57749
1770, 57141
1771, 57497
1772, 57243
1773, 205152
1774, 57049
1775, 57006
1776, 56551
1777, 56965
1778, 57181
1779, 57371
1780, 57348
1781, 57630
1782, 57090
1783, 58235
1784, 57281
1785, 57298
1786, 57103
1787, 58057
1788, 57497
1789, 56490
1790, 57100
1791, 58092
1792, 57485
1793, 57269
1794, 57446
1795, 57228
1796, 57417
1797, 56681
1798, 57272
1799, 57976
1800, 57208
1801, 57128
1802, 57362
1803, 57716
1804, 57288
1805, 57761
1806, 60938
1807, 57524
1808, 58696
1809, 57455
1810, 57716
1811, 57434
1812, 56601
1813, 57009
1814, 56733
1815, 60573
1816, 57135
1817, 57192
1818, 57636
1819, 57359
1820, 57659
1821, 57003
1822, 57377
1823, 57841
1824, 57325
1825, 57467
1826, 57434
1827, 57348
1828, 57209
1829, 56440
1830, 56460
1831, 56740
1832, 56677
1833, 56518
1834, 56666
1835, 56851
1836, 57516
1837, 56065
1838, 57028
1839, 56928
1840, 57149
1841, 56683
1842, 56668
1843, 56712
1844, 55906
1845, 56559
1846, 57223
1847, 58435
1848, 57188
1849, 57379
1850, 57831
1851, 57411
1852, 57346
1853, 56418
1854, 57158
1855, 57950
1856, 56490
1857, 56709
1858, 57650
1859, 56828
1860, 56412
1861, 56193
1862, 58157
1863, 57406
1864, 57234
1865, 57615
1866, 57506
1867, 57707
1868, 56301
1869, 55972
1870, 57341
1871, 57221
1872, 56785
1873, 56539
1874, 57347
1875, 56993
1876, 59454
1877, 57891
1878, 58979
1879, 58066
1880, 57330
1881, 56943
1882, 57759
1883, 57430
1884, 56974
1885, 57034
1886, 57367
1887, 57793
1888, 57025
1889, 56967
1890, 57665
1891, 57150
1892, 57313
1893, 57241
1894, 57434
1895, 57315
1896, 56856
1897, 57140
1898, 57179
1899, 57040
1900, 56159
1901, 56456
1902, 57489
1903, 57086
1904, 57507
1905, 57024
1906, 57775
1907, 57610
1908, 57102
1909, 57083
1910, 57362
1911, 56646
1912, 57368
1913, 56728
1914, 57398
1915, 56753
1916, 56628
1917, 57281
1918, 57367
1919, 57833
1920, 198581
1921, 57929
1922, 57678
1923, 57372
1924, 57135
1925, 56672
1926, 56767
1927, 56408
1928, 56735
1929, 56951
1930, 57714
1931, 57192
1932, 56813
1933, 57535
1934, 57993
1935, 57551
1936, 64572
1937, 87470
1938, 57756
1939, 56803
1940, 57218
1941, 57322
1942, 57493
1943, 57075
1944, 56388
1945, 57689
1946, 57167
1947, 57230
1948, 56741
1949, 57068
1950, 57772
1951, 57738
1952, 57532
1953, 59171
1954, 57173
1955, 57769
1956, 56169
1957, 57115
1958, 57218
1959, 57658
1960, 57350
1961, 57688
1962, 57779
1963, 57863
1964, 56798
1965, 57483
1966, 57195
1967, 57027
1968, 56919
1969, 57308
1970, 56757
1971, 56725
1972, 57003
1973, 57496
1974, 58084
1975, 58154
1976, 57359
1977, 57581
1978, 57071
1979, 57665
1980, 56769
1981, 57923
1982, 57413
1983, 56917
1984, 57071
1985, 57232
1986, 57880
1987, 56833
1988, 56764
1989, 57722
1990, 57083
1991, 57063
1992, 56323
1993, 56764
1994, 58183
1995, 56086
1996, 56941
1997, 60472
1998, 57157
1999, 57344
2000, 57066
2001, 58295
2002, 57226
2003, 56964
2004, 57517
2005, 57995
2006, 57776
2007, 56984
2008, 57235
2009, 56744
2010, 57166
2011, 57028
2012, 57089
2013, 57589
2014, 57264
2015, 57199
2016, 57276
2017, 57087
2018, 57576
2019, 56249
2020, 56284
2021, 56662
2022, 56694
2023, 56386
2024, 57576
2025, 58371
2026, 57325
2027, 56502
2028, 57018
2029, 57923
2030, 57544
2031, 57001
2032, 57161
2033, 57228
2034, 57014
2035, 56360
2036, 57115
2037, 57302
2038, 57203
2039, 56435
2040, 56795
2041, 56838
2042, 56512
2043, 56602
2044, 64644
2045, 58894
2046, 64187
2047, 56593
2048, 57318
2049, 57500
2050, 56540
2051, 56540
2052, 56365
2053, 57539
2054, 56633
2055, 56875
2056, 56946
2057, 57010
2058, 57213
2059, 56289
2060, 60196
2061, 57502
2062, 56614
2063, 57108
2064, 57203
2065, 57294
2066, 56638
2067, 209631
2068, 57665
2069, 57099
2070, 56486
2071, 56677
2072, 57570
2073, 57819
2074, 57249
2075, 56623
2076, 56926
2077, 56524
2078, 56466
2079, 56477
2080, 56766
2081, 56784
2082, 56673
2083, 56704
2084, 57181
2085, 56909
2086, 57083
2087, 57493
2088, 57063
2089, 57028
2090, 56434
2091, 56776
2092, 57100
2093, 57060
2094, 56427
2095, 56705
2096, 58028
2097, 57730
2098, 57777
2099, 57543
2100, 58409
2101, 57684
2102, 57964
2103, 57424
2104, 57800
2105, 57077
2106, 56260
2107, 56770
2108, 57210
2109, 56517
2110, 56637
2111, 57574
2112, 57582
2113, 57558
2114, 57830
2115, 56608
2116, 56900
2117, 56543
2118, 56922
2119, 56252
2120, 57836
2121, 61308
2122, 57187
2123, 56807
2124, 59124
2125, 57493
2126, 56710
2127, 57184
2128, 57520
2129, 56566
2130, 57002
2131, 56886
2132, 57451
2133, 56456
2134, 56488
